TriadID	Chr	Pos	RecombinationRate
T009839	4A	492940919	0
T009839	4B	116481785	0
T009839	4D	82461117	0.06
T009840	4A	493614444	0
T009840	4B	116955607	0
T009840	4D	82497007	0.06
T009841	4A	494006299	0
T009841	4B	117051324	0
T009841	4D	82727191	0.06
T009843	4A	494045191	0
T009843	4B	117083195	0
T009843	4D	82738579	0.06
T009844	4A	494555593	0
T009844	4B	117190848	0
T009844	4D	82827628	0.06
T009845	4A	494641869	0
T009845	4B	117384741	0
T009845	4D	82868092	0.06
T009847	4A	495116020	0
T009847	4B	117780441	0
T009847	4D	83147138	0.07
T009848	4A	495797946	0
T009848	4B	118292097	0
T009848	4D	83278133	0.07
T009849	4A	496068548	0
T009849	4B	118667411	0
T009849	4D	83863282	0.07
T009850	4A	496114462	0
T009850	4B	119108574	0
T009850	4D	84173263	0.1
T009851	4A	497001177	0
T009851	4B	119266414	0
T009851	4D	84272159	0.1
T009852	4A	497012009	0
T009852	4B	119275230	0
T009852	4D	84278270	0.1
T009853	4A	497026692	0
T009853	4B	119342630	0
T009853	4D	84294573	0.1
T009854	4A	497076087	0
T009854	4B	119353682	0
T009854	4D	84302760	0.1
T009856	4A	498676736	0
T009856	4B	122037000	0
T009856	4D	84986759	0.1
T009857	4A	498697573	0
T009857	4B	122217225	0
T009857	4D	85006520	0.09
T009858	4A	498987446	0
T009858	4B	122298766	0
T009858	4D	85170615	0.09
T009859	4A	498996829	0
T009859	4B	122308260	0
T009859	4D	85339208	0.09
T009860	4A	499343207	0
T009860	4B	122522098	0
T009860	4D	85580883	0.09
T009861	4A	499355771	0
T009861	4B	122564456	0
T009861	4D	85592300	0.09
T009862	4A	500116016	0
T009862	4B	123452101	0
T009862	4D	85880235	0.09
T009863	4A	500350631	0
T009863	4B	124018824	0
T009863	4D	87715220	0.09
T009864	4A	500354715	0
T009864	4B	124029456	0
T009864	4D	87719488	0.09
T009865	4A	500432352	0
T009865	4B	124046894	0
T009865	4D	87728542	0.09
T009866	4A	500630577	0
T009866	4B	124498551	0
T009866	4D	87946272	0.09
T009868	4A	500659360	0
T009868	4B	124562872	0
T009868	4D	87964026	0.09
T009869	4A	500901600	0
T009869	4B	124742290	0
T009869	4D	88122582	0.08
T009870	4A	500908601	0
T009870	4B	124749885	0
T009870	4D	88129716	0.08
T009871	4A	501123927	0
T009871	4B	124917042	0
T009871	4D	88141884	0.08
T009872	4A	501127696	0
T009872	4B	124921343	0
T009872	4D	88146354	0.08
T009873	4A	501133368	0
T009873	4B	124927507	0
T009873	4D	88153181	0.08
T009874	4A	501139183	0
T009874	4B	125382210	0
T009874	4D	88157505	0.08
T009876	4A	501468857	0
T009876	4B	125481862	0
T009876	4D	88700999	0.08
T009877	4A	501639260	0
T009877	4B	125680972	0
T009877	4D	88905718	0.08
T009879	4A	501964330	0
T009879	4B	126325079	0
T009879	4D	89424745	0.1
T009880	4A	501969904	0
T009880	4B	126332258	0
T009880	4D	89429908	0.1
T009881	4A	501975805	0
T009881	4B	126507908	0
T009881	4D	89435272	0.1
T009882	4A	502029740	0
T009882	4B	126599201	0
T009882	4D	89539500	0.1
T009883	4A	502357352	0
T009883	4B	126729731	0
T009883	4D	89930389	0.1
T009884	4A	503215937	0
T009884	4B	127472741	0
T009884	4D	91053469	0.14
T009886	4A	503612113	0
T009886	4B	128021620	0
T009886	4D	91220225	0.14
T009887	4A	503617114	0
T009887	4B	128025654	0
T009887	4D	91224650	0.14
T009888	4A	503630754	0
T009888	4B	128057346	0
T009888	4D	91240321	0.14
T009889	4A	503683457	0
T009889	4B	128259561	0
T009889	4D	91522363	0.14
T009890	4A	504191280	0
T009890	4B	128534904	0
T009890	4D	92185133	0.13
T009891	4A	504202074	0
T009891	4B	128545156	0
T009891	4D	92200490	0.13
T009892	4A	504211222	0
T009892	4B	128550989	0
T009892	4D	92209976	0.13
T009893	4A	504791181	0
T009893	4B	112921162	0
T009893	4D	80836156	0.03
T009894	4A	505495930	0
T009894	4B	112499590	0
T009894	4D	80221399	0.03
T009896	4A	505791883	0
T009896	4B	112354283	0
T009896	4D	80143821	0.03
T009897	4A	506168299	0
T009897	4B	111040935	0
T009897	4D	79704469	0.03
T009898	4A	506715028	0
T009898	4B	110708464	0
T009898	4D	79217315	0.03
T009899	4A	507561603	0
T009899	4B	110405028	0
T009899	4D	78836029	0.03
T009900	4A	507593473	0
T009900	4B	110229671	0
T009900	4D	78780594	0.03
T009901	4A	507961044	0
T009901	4B	109789691	0
T009901	4D	78366649	0.03
T009902	4A	511023176	0
T009902	4B	109220145	0
T009902	4D	76834963	0
T009904	4A	511228354	0
T009904	4B	108663005	0
T009904	4D	76018795	0
T009905	4A	511231490	0
T009905	4B	108649922	0
T009905	4D	76023964	0
T009906	4A	511703230	0
T009906	4B	107753769	0
T009906	4D	75389518	0.04
T009907	4A	512017882	0
T009907	4B	108348854	0
T009907	4D	75781058	0.04
T009908	4A	512026264	0
T009908	4B	108355304	0
T009908	4D	75787594	0.04
T009909	4A	512346272	0
T009909	4B	107661694	0
T009909	4D	75268366	0.04
T009910	4A	512356077	0
T009910	4B	107648668	0
T009910	4D	75230362	0.04
T009911	4A	512538594	0
T009911	4B	107457907	0
T009911	4D	75052210	0.04
T009912	4A	512542475	0
T009912	4B	107454047	0
T009912	4D	75047871	0.04
T009913	4A	513085256	0
T009913	4B	106974317	0
T009913	4D	74610642	0.05
T009914	4A	513089551	0
T009914	4B	106970516	0
T009914	4D	74606162	0.05
T009915	4A	513290920	0
T009915	1B	482715050	0.08
T009915	4D	74372192	0.05
T009916	4A	513342174	0
T009916	4B	106820595	0
T009916	4D	74352686	0.05
T009918	4A	513805188	0
T009918	4B	106492109	0
T009918	4D	74159385	0.05
T009919	4A	514001456	0
T009919	4B	106233752	0
T009919	4D	74095943	0.05
T009920	4A	514079967	0
T009920	4B	106227636	0
T009920	4D	74079561	0.05
T009921	4A	514342923	0
T009921	4B	106058875	0
T009921	4D	73996727	0.06
T009922	4A	514354179	0
T009922	4B	106048379	0
T009922	4D	73992193	0.06
T009923	4A	514416329	0
T009923	4B	106034782	0
T009923	4D	73222029	0.06
T009924	4A	514431395	0
T009924	4B	105958582	0
T009924	4D	72910151	0.07
T009925	4A	515004315	0
T009925	4B	96938719	0
T009925	4D	66319233	0
T009926	4A	515464163	0
T009926	4B	97073077	0
T009926	4D	66512296	0
T009927	4A	515558251	0
T009927	4B	97125429	0
T009927	4D	66564675	0
T009928	4A	515647929	0
T009928	4B	97247384	0
T009928	4D	66585720	0
T009929	4A	515780812	0
T009929	4B	98697574	0
T009929	4D	67116487	0
T009930	4A	516369724	0
T009930	4B	99265524	0
T009930	4D	67274692	0
T009931	4A	516583665	0
T009931	4B	99594488	0
T009931	4D	67325909	0
T009932	4A	516934241	0
T009932	4B	99966971	0
T009932	4D	67464234	0
T009933	4A	517406006	0
T009933	4B	100319796	0
T009933	4D	67796115	0
T009934	4A	517884840	0
T009934	4B	100577001	0
T009934	4D	68053703	0
T009935	4A	518826062	0
T009935	4B	100847547	0
T009935	4D	68424930	0
T009936	4A	518978236	0
T009936	4B	100945553	0
T009936	4D	68476135	0
T009937	4A	519572849	0
T009937	4B	101266038	0
T009937	4D	68662113	0
T009938	4A	519632121	0
T009938	4B	101298354	0
T009938	4D	68710366	0
T009939	4A	519677104	0
T009939	4B	101305250	0
T009939	4D	68809920	0
T009940	4A	520126697	0
T009940	4B	101777070	0
T009940	4D	69128520	0
T009941	4A	520954555	0
T009941	4B	101937894	0
T009941	4D	69213412	0
T009942	4A	521073946	0
T009942	4B	101968556	0
T009942	4D	69253600	0
T009943	4A	521264993	0
T009943	4B	102387194	0
T009943	4D	69412465	0
T009944	4A	521544354	0
T009944	4B	102463185	0
T009944	4D	69489743	0
T009945	4A	521624987	0
T009945	4B	102487939	0
T009945	4D	69542904	0
T009946	4A	521813854	0
T009946	4B	103005192	0
T009946	4D	69647398	0
T009947	4A	521918885	0
T009947	4B	103055287	0
T009947	4D	69679128	0
T009948	4A	522155654	0
T009948	4B	103526310	0
T009948	4D	69848762	0
T009949	4A	522973051	0
T009949	4B	104005203	0
T009949	4D	70343171	0.1
T009950	4A	523451405	0
T009950	4B	104324671	0
T009950	4D	70355141	0.1
T009951	4A	525110548	0
T009951	4B	104741157	0
T009951	4D	71531982	0.1
T009953	4A	526641678	0
T009953	4B	105003240	0
T009953	4D	71293622	0.1
T009954	4A	527126539	0
T009954	4B	105340177	0
T009954	4D	71831788	0.1
T009955	4A	527498119	0
T009955	4B	105351922	0
T009955	4D	72236046	0.07
T009956	4A	527907978	0
T009956	4B	96876879	0
T009956	4D	66291691	0
T009957	4A	529622792	0
T009957	4B	96645937	0
T009957	4D	65943723	0
T009959	4A	529629070	0
T009959	4B	96640450	0
T009959	4D	65938280	0
T009961	4A	530122526	0
T009961	4B	96271779	0
T009961	4D	65577435	0
T009962	4A	530176263	0
T009962	4B	96189809	0
T009962	4D	65535416	0
T009963	4A	530817035	0
T009963	4B	95860598	0
T009963	4D	65178634	0
T009965	4A	530935609	0
T009965	4B	95370335	0
T009965	4D	65069650	0
T009966	4A	530937672	0
T009966	4B	95373778	0
T009966	4D	65075255	0
T009967	4A	531087621	0
T009967	4B	95672927	0
T009967	4D	65123928	0
T009968	4A	531239383	0
T009968	4B	95346440	0
T009968	4D	64727611	0
T009969	4A	531312887	0
T009969	4B	95216900	0
T009969	4D	64616414	0
T009970	4A	531326387	0
T009970	4B	95108194	0
T009970	4D	64605124	0
T009971	4A	531679183	0
T009971	4B	95070558	0
T009971	4D	64538672	0
T009972	4A	532074692	0
T009972	4B	94950564	0
T009972	4D	64402948	0
T009973	4A	532352990	0
T009973	4B	94764364	0
T009973	4D	64188105	0
T009974	4A	532794781	0
T009974	4B	94210916	0
T009974	4D	63587546	0
T009975	4A	533003514	0
T009975	4B	93773337	0
T009975	4D	63254296	0
T009978	4A	533260309	0
T009978	4B	93410273	0
T009978	4D	63045427	0
T009979	4A	533446317	0
T009979	4B	93289588	0
T009979	4D	62878849	0
T009980	4A	533843891	0
T009980	4B	92951473	0
T009980	4D	62826213	0
T009981	4A	534050334	0
T009981	4B	92660086	0
T009981	4D	62769529	0
T009982	4A	534161038	0
T009982	4B	92556955	0
T009982	4D	62745353	0
T009983	4A	534233804	0
T009983	4B	89460436	0
T009983	4D	62731002	0
T009984	4A	534258389	0
T009984	4B	92464348	0
T009984	4D	62549738	0
T009985	4A	534525119	0
T009985	4B	89503942	0
T009985	4D	62481481	0
T009986	4A	534550393	0
T009986	4B	89523120	0
T009986	4D	62463753	0
T009987	4A	534785579	0
T009987	4B	91333839	0
T009987	4D	61589717	0.04
T009988	4A	534791345	0
T009988	4B	91328071	0
T009988	4D	61594314	0.04
T009989	4A	534812037	0
T009989	4B	91184481	0
T009989	4D	61605516	0.04
T009990	4A	535035452	0
T009990	4B	90892584	0
T009990	4D	61852062	0.04
T009991	4A	535243102	0
T009991	4B	90728436	0
T009991	4D	61957016	0.04
T009992	4A	535246455	0
T009992	4B	90723738	0
T009992	4D	61964756	0.04
T009993	4A	535426258	0
T009993	4B	90506110	0
T009993	4D	62096706	0
T009995	4A	535466065	0
T009995	4B	90458461	0
T009995	4D	62119685	0
T009996	4A	535819400	0
T009996	4B	89929369	0
T009996	4D	62304092	0
T009997	4A	535850431	0
T009997	4B	89382133	0
T009997	4D	61157536	0.04
T009998	4A	535865288	0
T009998	4B	89397198	0
T009998	4D	61138992	0.04
T009999	4A	536197968	0
T009999	4B	89303779	0
T009999	4D	60133889	0.03
T010000	4A	536206796	0
T010000	4B	89290366	0
T010000	4D	60124564	0.03
T010001	4A	536771678	0
T010001	4B	89056730	0
T010001	4D	59644446	0.03
T010003	4A	537183296	0
T010003	4B	88155213	0
T010003	4D	59413557	0.03
T010004	4A	537273145	0
T010004	4B	88403859	0
T010004	4D	58946848	0.1
T010005	4A	537437384	0
T010005	4B	87811932	0
T010005	4D	58393587	0.1
T010006	4A	537532070	0
T010006	4B	87691488	0
T010006	4D	58276858	0.1
T010007	4A	537543816	0
T010007	4B	87683261	0
T010007	4D	58269949	0.1
T010008	4A	537594338	0
T010008	4B	87417831	0
T010008	4D	58151720	0.1
T010009	4A	537598867	0
T010009	4B	87413618	0
T010009	4D	58145750	0.1
T010010	4A	537953659	0
T010010	4B	87401977	0
T010010	4D	58136534	0.1
T010012	4A	539128274	0
T010012	4B	86141126	0
T010012	4D	57836944	0.1
T010013	4A	539158196	0
T010013	4B	86076729	0
T010013	4D	57679409	0.1
T010014	4A	539292113	0
T010014	4B	86068804	0
T010014	4D	57483843	0.1
T010015	4A	539298594	0
T010015	4B	86062682	0
T010015	4D	57476106	0.1
T010016	4A	539584709	0
T010016	4B	85938038	0
T010016	4D	57222666	0.1
T010017	4A	539753004	0
T010017	4B	85704171	0
T010017	4D	57076794	0.1
T010018	4A	539758283	0
T010018	4B	85698816	0
T010018	4D	57072571	0.1
T010019	4A	540015475	0
T010019	4B	85584219	0
T010019	4D	56948763	0.1
T010020	4A	540435765	0
T010020	4B	83143343	0
T010020	4D	56719789	0.1
T010021	4A	540442958	0
T010021	4B	83134199	0
T010021	4D	56708296	0.1
T010024	4A	541172652	0
T010024	4B	82918670	0
T010024	4D	55644871	0.1
T010025	4A	541339095	0
T010025	4B	82666434	0
T010025	4D	55582968	0.1
T010026	4A	541358114	0
T010026	4B	82607770	0
T010026	4D	55567364	0.1
T010027	4A	541363714	0
T010027	4B	82602316	0
T010027	4D	55562341	0.1
T010028	4A	541428630	0
T010028	4B	82504952	0
T010028	4D	55488375	0.1
T010030	4A	541683139	0
T010030	4B	82418673	0
T010030	4D	55354056	0.1
T010031	4A	541891870	0
T010031	4B	82281493	0
T010031	4D	55280349	0.1
T010033	4A	541990602	0
T010033	4B	82161694	0
T010033	4D	55247391	0.1
T010034	4A	542022160	0
T010034	4B	82020266	0
T010034	4D	55066394	0.1
T010035	4A	542030799	0
T010035	4B	82011140	0
T010035	4D	55054492	0.1
T010037	4A	542262089	0
T010037	4B	81360512	0
T010037	4D	54810390	0.12
T010038	4A	542276602	0
T010038	4B	81375517	0
T010038	4D	54794953	0.12
T010039	4A	542478818	0
T010039	4B	80988758	0
T010039	4D	54681509	0.12
T010040	4A	542619494	0
T010040	4B	79998593	0
T010040	4D	54264086	0.12
T010041	4A	542828446	0
T010041	4B	79737483	0
T010041	4D	54127149	0.12
T010042	4A	543332824	0
T010042	4B	78818724	0
T010042	4D	53863525	0.16
T010043	4A	543340961	0
T010043	4B	78662258	0
T010043	4D	53778388	0.16
T010044	4A	543348007	0
T010044	4B	78619713	0
T010044	4D	53774229	0.16
T010045	4A	543367738	0
T010045	4B	78612285	0
T010045	4D	53760616	0.16
T010046	4A	543374908	0
T010046	4B	78604263	0
T010046	4D	53751693	0.16
T010047	4A	543609618	0
T010047	4B	78486073	0
T010047	4D	53495032	0.16
T010049	4A	543743349	0
T010049	4B	78018646	0
T010049	4D	53234489	0.16
T010050	4A	544031884	0
T010050	4B	77665213	0
T010050	4D	52780126	0.16
T010051	4A	544034753	0
T010051	4B	77662555	0
T010051	4D	52777416	0.16
T010052	4A	544047592	0
T010052	4B	77652062	0
T010052	4D	52764612	0.16
T010054	4A	544176314	0
T010054	4B	77001227	0
T010054	4D	52494382	0.16
T010055	4A	544199701	0
T010055	4B	76818038	0
T010055	4D	52471874	0.16
T010056	4A	544202941	0
T010056	4B	76814784	0
T010056	4D	52468747	0.16
T010057	4A	544397637	0
T010057	4B	76565524	0
T010057	4D	52215548	0.16
T010059	4A	544953845	0
T010059	4B	75779073	0
T010059	4D	51616147	0.31
T010061	4A	545115999	0
T010061	4B	75738561	0
T010061	4D	51556249	0.31
T010062	4A	545124724	0
T010062	4B	75652225	0
T010062	4D	51455659	0.31
T010063	4A	545236338	0
T010063	4B	75520262	0
T010063	4D	51287733	0.31
T010064	4A	545604345	0
T010064	4B	75204202	0
T010064	4D	51074599	0.31
T010065	4A	546019110	0
T010065	4B	75039395	0
T010065	4D	50976305	0
T010066	4A	546211397	0
T010066	4B	74681956	0
T010066	4D	50770682	0
T010067	4A	546257517	0
T010067	4B	74670246	0
T010067	4D	50758358	0
T010068	4A	546297629	0
T010068	4B	74442473	0
T010068	4D	50642623	0
T010069	4A	546480399	0
T010069	4B	74278563	0
T010069	4D	50357843	0
T010071	4A	546796387	0
T010071	4B	73929014	0
T010071	4D	50152388	0
T010072	4A	547045445	0
T010072	4B	73609259	0
T010072	4D	50071515	0
T010073	4A	547200937	0
T010073	4B	73473403	0
T010073	4D	49893095	0
T010074	4A	547203785	0
T010074	4B	73470859	0
T010074	4D	49890341	0
T010075	4A	547231174	0
T010075	4B	73300462	0
T010075	4D	49861790	0
T010076	4A	547517807	0
T010076	4B	73150595	0
T010076	4D	49579912	0
T010077	4A	547929559	0
T010077	4B	73102869	0
T010077	4D	49499958	0
T010078	4A	547979553	0
T010078	4B	72901876	0
T010078	4D	49368554	0
T010079	4A	548278462	0
T010079	4B	72656923	0
T010079	4D	49248128	0
T010080	4A	548343227	0
T010080	4B	72168784	0
T010080	4D	49085138	0
T010081	4A	548514235	0
T010081	4B	71601443	0
T010081	4D	48720739	0
T010082	4A	548523252	0
T010082	4B	71598038	0
T010082	4D	48716460	0
T010083	4A	548535888	0
T010083	4B	71587857	0
T010083	4D	48706762	0
T010084	4A	548776087	0
T010084	4B	71348688	0
T010084	4D	48602720	0
T010085	4A	548781967	0
T010085	4B	71342999	0
T010085	4D	48596946	0
T010086	4A	549799738	0
T010086	4B	70576177	0
T010086	4D	47991347	0
T010087	4A	549805234	0
T010087	4B	70569651	0
T010087	4D	47983159	0
T010088	4A	549818736	0
T010088	4B	70552561	0
T010088	4D	47896666	0
T010089	4A	549880878	0
T010089	4B	70254741	0
T010089	4D	47852304	0
T010092	4A	550478539	0
T010092	4B	69382640	0
T010092	4D	47532494	0
T010094	4A	550497943	0
T010094	4B	69316363	0
T010094	4D	47498333	0
T010095	4A	550504851	0
T010095	4B	69308153	0
T010095	4D	47489367	0
T010096	4A	552256809	0.02
T010096	4B	68119237	0
T010096	4D	46621794	0
T010097	4A	552408627	0.02
T010097	4B	68095969	0
T010097	4D	46597221	0
T010098	4A	552411770	0.02
T010098	4B	68091302	0
T010098	4D	46594157	0
T010099	4A	552503290	0.02
T010099	4B	67854927	0
T010099	4D	46428867	0
T010100	4A	552699422	0.02
T010100	4B	67772255	0
T010100	4D	46292054	0
T010102	4A	552899415	0.02
T010102	4B	66805698	0
T010102	4D	46031156	0
T010103	4A	553312342	0.02
T010103	4B	66466894	0
T010103	4D	45719499	0
T010104	4A	553316832	0.02
T010104	4B	66472162	0
T010104	4D	45712091	0
T010105	4A	553449442	0.02
T010105	4B	65945504	0
T010105	4D	45646507	0
T010106	4A	554635477	0.02
T010106	4B	64802799	0
T010106	4D	44980609	0
T010107	4A	554845075	0.02
T010107	4B	64790676	0
T010107	4D	44838173	0
T010108	4A	554854092	0.02
T010108	4B	64774374	0
T010108	4D	44755893	0
T010109	4A	554921412	0.02
T010109	4B	64702480	0
T010109	4D	44750744	0
T010110	4A	554925024	0.02
T010110	4B	64698064	0
T010110	4D	44746834	0
T010111	4A	554928059	0.02
T010111	4B	64695075	0
T010111	4D	44743560	0
T010112	4A	555440758	0.03
T010112	4B	64611883	0
T010112	4D	44544512	0
T010114	4A	555519855	0.03
T010114	4B	64102719	0
T010114	4D	44434328	0
T010115	4A	555561720	0.03
T010115	4B	64081016	0
T010115	4D	44421980	0
T010116	4A	555748221	0.03
T010116	4B	63996353	0
T010116	4D	44203306	0
T010117	4A	556241976	0.04
T010117	4B	63764909	0
T010117	4D	43670120	0
T010118	4A	556254288	0.04
T010118	4B	63754551	0
T010118	4D	43648456	0
T010119	4A	556377279	0.04
T010119	4B	63446460	0
T010119	4D	43616836	0
T010120	4A	556538502	0.04
T010120	4B	63230857	0
T010120	4D	43554958	0
T010121	4A	556754163	0.04
T010121	4B	62969839	0
T010121	4D	43302808	0
T010123	4A	556827834	0.04
T010123	4B	61315392	0
T010123	4D	43066866	0
T010124	4A	556836216	0.04
T010124	4B	61297058	0
T010124	4D	43058497	0
T010125	4A	557246550	0.02
T010125	4B	60700201	0
T010125	4D	42578175	0
T010126	4A	558211755	0.02
T010126	4B	60372253	0
T010126	4D	41913109	0
T010127	4A	558215822	0.02
T010127	4B	60368693	0
T010127	4D	41909495	0
T010128	4A	558222800	0.02
T010128	4B	60330088	0
T010128	4D	41727349	0
T010130	4A	558649102	0.02
T010130	4B	60085379	0
T010130	4D	40955678	0
T010131	4A	558650699	0.02
T010131	4B	60083865	0
T010131	4D	40954101	0
T010132	4A	558655892	0.02
T010132	4B	60074512	0
T010132	4D	40843775	0
T010134	4A	558679459	0.02
T010134	4B	59854154	0
T010134	4D	40820224	0
T010135	4A	558847246	0.02
T010135	4B	59599766	0
T010135	4D	40798629	0
T010136	4A	559046204	0.02
T010136	4B	59593169	0
T010136	4D	40655416	0
T010137	4A	559049203	0.02
T010137	4B	59590358	0
T010137	4D	40652634	0
T010138	4A	559068428	0.02
T010138	4B	59237179	0
T010138	4D	40568514	0
T010139	4A	559165209	0.02
T010139	4B	59205433	0
T010139	4D	40562592	0
T010140	4A	559486927	0.02
T010140	4B	58956429	0
T010140	4D	40401921	0
T010141	4A	559495193	0.02
T010141	4B	58926898	0
T010141	4D	40397414	0
T010142	4A	559895829	0.02
T010142	4B	58783622	0
T010142	4D	40336825	0
T010143	4A	559946162	0.02
T010143	4B	58598665	0
T010143	4D	40124374	0
T010144	4A	560314820	0.01
T010144	4B	58253868	0
T010144	4D	39984159	0
T010145	4A	560318396	0.01
T010145	4B	58250437	0
T010145	4D	39980681	0
T010146	4A	560413751	0.01
T010146	4B	58233443	0
T010146	4D	39855127	0
T010147	4A	560903229	0.01
T010147	4B	57866986	0
T010147	4D	39411899	0
T010148	4A	560906308	0.01
T010148	4B	57864085	0
T010148	4D	39409137	0
T010149	4A	560965103	0.01
T010149	4B	57806212	0
T010149	4D	39394367	0
T010151	4A	560995479	0.01
T010151	4B	57748891	0
T010151	4D	39363360	0
T010152	4A	561071988	0.01
T010152	4B	57741403	0
T010152	4D	39336416	0
T010153	4A	561369450	0.01
T010153	4B	56274194	0
T010153	4D	38592816	0
T010154	4A	562284112	0
T010154	4B	56987318	0
T010154	4D	39210689	0
T010155	4A	562290677	0
T010155	4B	57137310	0
T010155	4D	39233937	0
T010156	4A	562411384	0
T010156	4B	55919724	0
T010156	4D	38452882	0
T010157	4A	562458651	0
T010157	4B	55726763	0
T010157	4D	38344799	0
T010158	4A	562483753	0
T010158	4B	55704130	0
T010158	4D	38304499	0
T010160	4A	563051358	0
T010160	4B	54743749	0
T010160	4D	37515844	0
T010161	4A	563678791	0
T010161	4B	54863954	0
T010161	4D	37610138	0
T010162	4A	564153006	0
T010162	4B	55309531	0
T010162	4D	37928759	0
T010163	4A	564165658	0
T010163	4B	55320929	0
T010163	4D	37938377	0
T010164	4A	565042066	0
T010164	4B	54139383	0
T010164	4D	37136449	0
T010165	4A	565311906	0
T010165	4B	54029040	0
T010165	4D	37042158	0
T010166	4A	565436497	0
T010166	4B	53856688	0
T010166	4D	36836834	0
T010167	4A	565712610	0
T010167	4B	53599845	0
T010167	4D	36596951	0
T010168	4A	566296735	0
T010168	4B	52391910	0
T010168	4D	36414623	0
T010170	4A	566528651	0
T010170	4B	52257478	0
T010170	4D	36279213	0
T010172	4A	567037747	0
T010172	4B	51124856	0
T010172	4D	35171984	0
T010173	4A	567183448	0
T010173	4B	51681673	0
T010173	4D	35478957	0
T010174	4A	567479269	0
T010174	4B	50835603	0
T010174	4D	35166497	0
T010176	4A	567486240	0
T010176	4B	51116741	0
T010176	4D	35151899	0
T010177	4A	567491101	0
T010177	4B	50726734	0
T010177	4D	35124090	0
T010179	4A	567652217	0
T010179	4B	49759289	0
T010179	4D	34714250	0
T010180	4A	567671637	0
T010180	4B	49753529	0
T010180	4D	34706713	0
T010181	4A	567677558	0
T010181	4B	49747855	0
T010181	4D	34700020	0
T010182	4A	567684593	0
T010182	4B	49742587	0
T010182	4D	34667641	0
T010183	4A	567689213	0
T010183	4B	49738067	0
T010183	4D	34662737	0
T010184	4A	568193925	0
T010184	4B	48992617	0
T010184	4D	34089743	0
T010185	4A	568508512	0
T010185	4B	48915503	0
T010185	4D	34071461	0
T010186	4A	569480932	0
T010186	4B	48104553	0
T010186	4D	32943422	0
T010187	4A	569867694	0
T010187	4B	47623579	0
T010187	4D	32768780	0
T010188	4A	569872404	0
T010188	4B	47619368	0
T010188	4D	32764106	0
T010189	4A	569877798	0
T010189	4B	47503520	0
T010189	4D	32502549	0
T010190	4A	569889275	0
T010190	4B	47445517	0
T010190	4D	32491958	0
T010191	4A	570264909	0.04
T010191	4B	46955707	0.38
T010191	4D	32353857	0
T010192	4A	570269853	0.04
T010192	4B	46945671	0.38
T010192	4D	32348967	0
T010193	4A	570463030	0.04
T010193	4B	46625815	0.38
T010193	4D	32240179	0
T010194	4A	570469104	0.04
T010194	4B	46618263	0.38
T010194	4D	32233984	0
T010195	4A	570479279	0.04
T010195	4B	46608411	0.38
T010195	4D	32220936	0
T010196	4A	570911095	0.04
T010196	4B	46222255	0.38
T010196	4D	32064203	0
T010197	4A	570975930	0.04
T010197	4B	46194921	0.38
T010197	4D	32019137	0
T010198	4A	570983523	0.04
T010198	4B	45775542	0.5
T010198	4D	31820181	0
T010199	4A	570993105	0.04
T010199	4B	45508730	0.5
T010199	4D	31810260	0
T010200	4A	571032195	0.04
T010200	4B	45208570	0.5
T010200	4D	31762360	0
T010201	4A	571213672	0.04
T010201	4B	44952053	0.5
T010201	4D	31436597	0
T010202	4A	571479897	0.04
T010202	4B	44945300	0.5
T010202	4D	31446699	0
T010203	4A	571587506	0.04
T010203	4B	44917137	0.5
T010203	4D	31651316	0
T010204	4A	571779767	0.04
T010204	4B	44186598	0.5
T010204	4D	30958542	0
T010205	4A	572308211	0.04
T010205	4B	43787488	0.41
T010205	4D	30524332	0
T010206	4A	572538251	0.04
T010206	4B	43763796	0.41
T010206	4D	30507885	0
T010208	4A	572551685	0.04
T010208	4B	43750957	0.41
T010208	4D	30412721	0
T010210	4A	572641790	0.04
T010210	4B	43594604	0.41
T010210	4D	30391725	0
T010211	4A	572649873	0.04
T010211	4B	43181285	0.41
T010211	4D	30309686	0
T010212	4A	572703943	0.04
T010212	4B	43174612	0.41
T010212	4D	30277336	0
T010213	4A	572832760	0.04
T010213	4B	43110852	0.41
T010213	4D	30218994	0
T010214	4A	572837744	0.04
T010214	4B	43105860	0.41
T010214	4D	30214355	0
T010215	4A	572882052	0.04
T010215	4B	42531649	0.35
T010215	4D	30169845	0
T010216	4A	573172317	0.05
T010216	4B	42776122	0.35
T010216	4D	30005323	0
T010217	4A	573317235	0.05
T010217	4B	42938656	0.35
T010217	4D	29839330	0
T010218	4A	573323504	0.05
T010218	4B	42398756	0.35
T010218	4D	29832222	0
T010220	4A	573361882	0.05
T010220	4B	42321029	0.35
T010220	4D	29801762	0
T010221	4A	573889229	0.05
T010221	4B	41780776	0.3
T010221	4D	29326166	0
T010222	4A	574390684	0.09
T010222	4B	41702659	0.3
T010222	4D	29171272	0
T010223	4A	574525791	0.09
T010223	4B	41552326	0.3
T010223	4D	29021105	0
T010224	4A	574539459	0.09
T010224	4B	41539703	0.3
T010224	4D	28983639	0
T010225	4A	574841302	0.09
T010225	4B	41197648	0.3
T010225	4D	28881737	0
T010226	4A	574870905	0.09
T010226	4B	41011844	0.3
T010226	4D	28838897	0
T010227	4A	575008203	0.09
T010227	4B	40868773	0.27
T010227	4D	28483254	0
T010228	4A	575012515	0.09
T010228	4B	40862148	0.27
T010228	4D	28479443	0
T010229	4A	575426962	0.09
T010229	4B	40750007	0.27
